Name,Price,Price per Unit,Clubcard Discount,Category,Date
Tesco Closed Cup Mushrooms 400G,£1.19,£2.98/kg,null,vegetables,2024-11-05
Tesco 4 Baking Potatoes,£0.79,£0.20/each,null,vegetables,2024-11-05
Tesco Cauliflower Each,£1.19,£1.19/each,null,vegetables,2024-11-05
Tesco Large Baking Potatoes Loose,null,null,null,vegetables,2024-11-05
Tesco All Rounder Potatoes 2Kg,£1.35,£0.68/kg,null,vegetables,2024-11-05
Tesco Finest Jacket Potatoes 4 Pack,£1.50,£0.38/each,null,vegetables,2024-11-05
Tesco Finest Red Potatoes 2Kg,£2.20,£1.10/kg,null,vegetables,2024-11-05
Nightingale Peppers 600G,null,null,null,vegetables,2024-11-05
Tesco Peeled Brussels Sprouts 200G,£1.50,£7.50/kg,Save 1/3 £1.00 Clubcard Price,vegetables,2024-11-05
Tesco Miniature Potatoes 750G,£1.30,£1.73/kg,null,vegetables,2024-11-05
Tesco Egg Noodles 300G,£1.30,£4.33/kg,null,vegetables,2024-11-05
Tesco Large Flat Mushrooms 250G,£1.25,£5.00/kg,null,vegetables,2024-11-05
Tesco Baby Corn 130G,£1.20,£9.23/kg,£1.00 Clubcard Price,vegetables,2024-11-05
Tesco Green Beans 80G,£1.25,£15.62/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Root Ginger Loose,null,null,null,vegetables,2024-11-05
Tesco Maris Piper Potatoes 1.25Kg,£1.45,£1.16/kg,null,vegetables,2024-11-05
Tesco Butternut Squash Each,null,null,null,vegetables,2024-11-05
Tesco Family Pack Mushrooms 625G,£1.80,£2.88/kg,null,vegetables,2024-11-05
Tesco Curly Kale 180G,£0.90,£5.00/kg,70p Clubcard Price,vegetables,2024-11-05
Tesco Garlic Large,£0.55,£0.55/each,null,vegetables,2024-11-05
Tesco Organic Carrots 700G,£1.15,£1.64/kg,null,vegetables,2024-11-05
Tesco Courgettes,£1.29,£0.43/each,null,vegetables,2024-11-05
Tesco Baby Potatoes 1Kg,£1.20,£1.20/kg,null,vegetables,2024-11-05
Tesco Fresh Cut Coriander 30G,£0.52,£0.17/10g,"OLD EL PASO Meal Deal for £3 Clubcard Price - Buy 1 Old El Paso, 1 Coriander & 1 Yellow Pepper",vegetables,2024-11-05
Tesco Red Chillies 60G,£0.60,£10.00/kg,null,vegetables,2024-11-05
Tesco Green Peppers Each,£0.59,£0.59/each,null,vegetables,2024-11-05
Tesco Mashed Potato 425G,£0.84,£1.98/kg,null,vegetables,2024-11-05
Tesco Sweet Potatoes 1Kg,null,null,null,vegetables,2024-11-05
Tesco Savoy Cabbage Each,£0.75,£0.75/each,null,vegetables,2024-11-05
Tesco Aubergine Each,£0.95,£0.95/each,null,vegetables,2024-11-05
Perfectly Imperfect Parsnips 500G,£0.55,£1.10/kg,null,vegetables,2024-11-05
Tesco Large Sweet Potatoes Loose Class 1,£0.42,£1.19/kg,null,vegetables,2024-11-05
Tesco Cut Basil 30G,£0.52,£0.17/10g,null,vegetables,2024-11-05
Tesco Perfectly Imperfect Carrots 1.5Kg,£0.79,£0.53/kg,null,vegetables,2024-11-05
Tesco Sweetcorn Cobettes 4 Pack,£1.29,£0.32/each,null,vegetables,2024-11-05
Tesco White Cabbage Each,£0.80,£0.80/each,null,vegetables,2024-11-05
Tesco Sweetheart Cabbage Each,£0.69,£0.69/each,null,vegetables,2024-11-05
Tesco Red Cabbage Each,£0.80,£0.80/each,null,vegetables,2024-11-05
Tesco Stringless Beans 180G,£1.40,£7.78/kg,null,vegetables,2024-11-05
Tesco Finest Echalion Shallots 400G,£1.50,£3.75/kg,null,vegetables,2024-11-05
Tesco Family Pack Chestnut Vitamin D Mushrooms 485G,£2.10,£4.33/kg,£1.75 Clubcard Price,vegetables,2024-11-05
Tesco Shallots Onions 400G,£1.40,£3.50/kg,null,vegetables,2024-11-05
Tesco Leeks Loose,£0.70,£2.78/kg,null,vegetables,2024-11-05
Tesco Sliced Mushrooms 250G,£1.25,£5.00/kg,null,vegetables,2024-11-05
Tesco Suffolk New Potatoes 750G,£1.35,£1.80/kg,null,vegetables,2024-11-05
Tesco Flat Leaf Parsley 100G,£1.25,£0.12/10g,null,vegetables,2024-11-05
Tesco Pak Choi 250G,£1.40,£5.60/kg,null,vegetables,2024-11-05
Tesco Organic Garlic 3 Pack,£1.00,£0.33/each,null,vegetables,2024-11-05
Tesco Coriander 100G,£1.25,£0.12/10g,null,vegetables,2024-11-05
Tesco Tenderstem Broccoli Spears 330G,£2.40,£7.27/kg,£2.00 Clubcard Price,vegetables,2024-11-05
Tesco Tenderstem Broccoli Tips 120G,£1.30,£10.83/kg,null,vegetables,2024-11-05
Tesco Carrot Batons 400G,£1.25,£3.12/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Traditional Sliced Runner Beans 160G,null,null,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Potato Slices 350G,£2.00,£5.71/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Chestnut Baby Button Vitamin D Mushrooms 150G,null,null,null,vegetables,2024-11-05
Tesco Trimmed Tenderstem Broccoli 80G,£1.25,£15.62/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Asparagus Tips 125G,£2.00,£16.00/kg,null,vegetables,2024-11-05
Tesco Finest Extra Fine Beans 200G,£1.55,£7.75/kg,null,vegetables,2024-11-05
Tesco Beansprouts 300G,£0.56,£1.87/kg,null,vegetables,2024-11-05
Tesco Peeled Baby Sprouts 180G,£1.60,£8.89/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Spinach 500G,£1.66,£3.32/kg,null,vegetables,2024-11-05
Tesco Tenderstem & Mixed Vegetables 160G,null,null,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Diced Onion 400G,£1.00,£2.50/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Fresh Cut Flat Leaf Parsley 30G,£0.52,£0.17/10g,null,vegetables,2024-11-05
Tesco Red Onions Pack 1Kg,£0.95,£0.95/kg,null,vegetables,2024-11-05
Tesco Mini Carrots 320G,null,null,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Mixed Chillies 65G,£0.60,£9.23/kg,null,vegetables,2024-11-05
Tesco Baby Spinach 220G,null,null,null,vegetables,2024-11-05
Tesco Mint 30G,£0.52,£0.17/10g,null,vegetables,2024-11-05
Tesco Cauliflower Extra Large Each,£1.80,£1.80/each,null,vegetables,2024-11-05
Tesco Large Broccoli Pack 500G,£1.00,£2.00/kg,null,vegetables,2024-11-05
Tesco Baby Potatoes With Herb Butter 360G,£0.93,£2.58/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Cauliflower & Broccoli Florets 400G (M),£1.29,£3.22/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Asparagus & Tenderstem Broccoli 190G,£2.25,£11.84/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Organic Chestnut Mushrooms 250 G,£2.25,£9.00/kg,null,vegetables,2024-11-05
Tesco Broccoli Florets 240G,£2.00,£8.33/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Golden King Buttery Golden Potatoes 2Kg,£2.00,£1.00/kg,null,vegetables,2024-11-05
Tesco Ginger 100g,£1.20,£1.20/100g,null,vegetables,2024-11-05
Tesco Finest All Rounder Potatoes 2Kg,£2.20,£1.10/kg,null,vegetables,2024-11-05
Tesco Basil Medium Pot,£1.50,£1.50/each,null,vegetables,2024-11-05
Tesco Winter Vegetables 480G,£2.15,£4.48/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Maris Piper Roast Potatoes With Goose Fat 800G,£3.00,£3.75/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Organic Brown Onions 750G,£1.50,£2.00/kg,null,vegetables,2024-11-05
Tesco Root Vegetable Mash 425G,£1.22,£2.87/kg,null,vegetables,2024-11-05
Tesco Finest Cavolo Nero Kale 200G,£1.50,£7.50/kg,null,vegetables,2024-11-05
Tesco Bird Eye Chillies 25G,£0.86,£34.40/kg,null,vegetables,2024-11-05
Tesco Finest Shiitake Mushrooms 125G,£1.75,£14.00/kg,£1.25 Clubcard Price,vegetables,2024-11-05
Tesco Finest Sweet Mini Peppers 220G,£1.65,£7.50/kg,null,vegetables,2024-11-05
Tesco Carrot Cauliflower & Broccoli 370G,£1.65,£4.46/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Finger Chillies 80G,£1.00,£12.50/kg,null,vegetables,2024-11-05
Tesco Mini Roast Potatoes 500G,£2.00,£4.00/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Organic Red Onions,£1.25,£2.50/kg,null,vegetables,2024-11-05
Tesco Sliced Spring Greens 200G,£1.25,£6.25/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Peeled Potatoes 750G,£1.25,£1.67/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Singapore Noodles 300G,£1.30,£4.33/kg,null,vegetables,2024-11-05
Tesco Turnip,£0.58,£0.58/each,null,vegetables,2024-11-05
Tesco Rice Noodles 300G,£1.30,£4.33/kg,null,vegetables,2024-11-05
Tesco Runner Beans 180G,£1.40,£7.78/kg,null,vegetables,2024-11-05
Albert Bartlett Creamy Mashed Potato 400G,£1.30,£3.25/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Green Beans and Tenderstem Broccoli 190g,£2.25,£11.84/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Mixed Vegetables 225G,£1.50,£6.67/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Tender Vegetable Medley 160G,£1.85,£11.56/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Tendersweet Carrots 150G,£1.30,£8.67/kg,null,vegetables,2024-11-05
Tesco Diced Swede 350G,£0.50,£1.43/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Organic Broccoli 335G,£1.35,£4.03/kg,null,vegetables,2024-11-05
Tesco Fresh Cut Curled Parsley 30G,£0.52,£0.17/10g,null,vegetables,2024-11-05
Tesco Cheese And Garlic Stuffed Mushrooms 200G,£2.00,£10.00/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Albert Bartlett Cheese Croquettes 250G,£1.60,£6.40/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Sliced Red Onion 180G,£0.80,£4.44/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Crispy Sweet Potato Fries 300G,£2.10,£7.00/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Protein Noodles 300G,£1.30,£4.33/kg,null,vegetables,2024-11-05
Tesco Corn On The Cob Twinpack,£1.29,£0.64/each,null,vegetables,2024-11-05
74. Tesco Ready to Cook Fresh Vegetable Selection 3.2kg (Serves 6),£9.00,£0.28/100g,null,vegetables,2024-11-05
Tesco Organic Tenderstem Broccoli 200G,£2.50,£12.50/kg,null,vegetables,2024-11-05
Tesco Cabbage And Leek (C),£1.75,£5.83/kg,null,vegetables,2024-11-05
Tesco Finest Oyster Mushroom Cluster 150G,£2.00,£13.33/kg,null,vegetables,2024-11-05
Tesco Organic Courgettes 3 Pack,£2.40,£0.80/each,null,vegetables,2024-11-05
Tesco Flat Leaf Parsley Medium Pot,£1.50,£1.50/each,null,vegetables,2024-11-05
Tesco Curled Parsley Medium Pot,null,null,null,vegetables,2024-11-05
Tesco Organic Spinach 200G,£1.95,£9.75/kg,null,vegetables,2024-11-05
Tesco Diced Root Vegetables 720G,£1.55,£2.15/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Parmentier Potatoes 400G,£2.00,£5.00/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Imperator Carrot 450G,£1.80,£4.00/kg,null,vegetables,2024-11-05
Tesco Coriander Medium Pot,£1.50,£1.50/each,null,vegetables,2024-11-05
Tesco Thyme Medium Pot,£1.50,£1.50/each,null,vegetables,2024-11-05
Tesco Finest Rosanna Pink Onions 3Pack,£1.35,£0.45/each,null,vegetables,2024-11-05
Tesco Finest Sliced Cavolo Nero 200G,£1.50,£7.50/kg,null,vegetables,2024-11-05
Tesco Seasoned Roast Potatoes 800G,£2.25,£2.81/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Finest Rainbow Carrots 450G,£1.60,£3.56/kg,null,vegetables,2024-11-05
Tesco Sliced Greens 300G,£1.75,£5.83/kg,null,vegetables,2024-11-05
Tesco Organic White Potatoes 1.5Kg,null,null,null,vegetables,2024-11-05
Tesco Growing Mint Medium Pot,£1.50,£1.50/each,null,vegetables,2024-11-05
Tesco Organic Baby Potatoes 750G,null,null,null,vegetables,2024-11-05
Tesco Choi Sum 200G,£1.60,£8.00/kg,null,vegetables,2024-11-05
Tesco Organic Curly Kale 200G,£1.85,£9.25/kg,null,vegetables,2024-11-05
Tesco Organic Bunched Carrots 400G,£1.80,£4.50/kg,null,vegetables,2024-11-05
Tesco Finest Portobello Vitamin D Mushrooms 150G,£1.30,£8.67/kg,null,vegetables,2024-11-05
Tesco Sweet Potato Wedges In Parsley & Thyme Oil 500G,£2.00,£4.00/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Medium Pot Rosemary Each,£1.50,£1.50/each,null,vegetables,2024-11-05
Tesco Baby Aubergines 350G,£2.35,£6.71/kg,null,vegetables,2024-11-05
Tesco Edamame Beans 150G,£1.50,£10.00/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Scotch Bonnet Chillies 50G,£0.90,£18.00/kg,null,vegetables,2024-11-05
Tesco Potato Wedges 500G,£1.50,£3.00/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Chefs Trio 80G,£1.25,£15.62/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Green Vegetable Medley 250G,£2.10,£8.40/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Organic Leeks 400G,£2.00,£5.00/kg,null,vegetables,2024-11-05
Tesco Thai Lemon Grass Minimum 2 Stems,£0.52,£0.26/each,null,vegetables,2024-11-05
Tesco Potatoes With Garlic Butter 360G,£0.93,£2.58/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Herbs Great For Roasting 30G,£0.75,£0.25/10g,null,vegetables,2024-11-05
Tesco Sweet Potato Mash 400G,£1.50,£3.75/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Stuffed Peppers 320G,£2.00,£6.25/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Sweet Potato & Potato Mash 400G,£2.00,£5.00/kg,null,vegetables,2024-11-05
Tesco White Roses Flowers Bouquet,null,null,null,vegetables,2024-11-05
Tesco Red & Orange Roses Flowers Bouquet,£5.00,£5.00/each,null,vegetables,2024-11-05
Tesco Pink Roses Flowers Bouquet,£5.00,£5.00/each,null,vegetables,2024-11-05
Rose Bouquet (Yellow),£5.00,£5.00/each,null,vegetables,2024-11-05
Tesco Spray Carnations Flowers Bouquet,£3.00,£3.00/each,null,vegetables,2024-11-05
Tesco Pink Small Roses Flowers Bouquet,£3.00,£3.00/each,null,vegetables,2024-11-05
Tesco Yellow Small Roses Flowers Bouquet,£3.00,£3.00/each,null,vegetables,2024-11-05
Tesco Red & Orange Small Roses Flowers Bouquet,£3.00,£3.00/each,null,vegetables,2024-11-05
Tesco White Small Roses Flowers Bouquet,£3.00,£3.00/each,null,vegetables,2024-11-05
Tesco Mooli Each,null,null,null,vegetables,2024-11-05
Tesco Fire Pit Patatas Bravas 400G,£2.30,£5.75/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Dudhi Each,£3.00,£3.00/each,null,vegetables,2024-11-05
Tesco Finest Rainbow Chard 200G,£1.60,£8.00/kg,null,vegetables,2024-11-05
Tesco Rocket Chillies 250G,£1.70,£0.07/10g,null,vegetables,2024-11-05
Tesco Okra 175G,£1.60,£9.14/kg,null,vegetables,2024-11-05
Fresh & Naked Spinach 125G,£1.20,£9.60/kg,null,vegetables,2024-11-05
Tesco Chantenay Carrots 400g,£1.00,£2.50/kg,80p Clubcard Price,vegetables,2024-11-05
Tesco Eddoes Loose,£0.28,£3.00/kg,null,vegetables,2024-11-05
Tesco 2 Baking Sweet Potatoes,£1.60,£0.80/each,null,vegetables,2024-11-05
Tesco Cauliflower Florets 240G,£1.00,£4.17/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco White Flesh Sweet Potatoes Loose,£0.60,£2.40/kg,null,vegetables,2024-11-05
Tesco Fresh Greens 500G,£0.80,£1.60/kg,null,vegetables,2024-11-05
Tesco Finest Purple Sprouting Broccoli 200g,£2.20,£11.00/kg,null,vegetables,2024-11-05
Tesco Cassava EACH,£2.00,£2.00/each,null,vegetables,2024-11-05
itsu restaurant ramen soba noodles 200g,£1.50,£7.50/kg,Save 1/3 £1.00 Clubcard Price,vegetables,2024-11-05
Itsu Restaurant Ramen Original Noodles 200G,£1.50,£7.50/kg,Save 1/3 £1.00 Clubcard Price,vegetables,2024-11-05
itsu restaurant ramen flat noodles 200g,£1.50,£7.50/kg,Save 1/3 £1.00 Clubcard Price,vegetables,2024-11-05
Tesco Egg Fried Rice 400g.,£2.00,£5.00/kg,null,vegetables,2024-11-05
Tesco Finest Extra Large Brown Onions 2 Pack,£1.40,£0.70/each,null,vegetables,2024-11-05
Tesco Finest Nemo Potatoes 2kg,£2.30,£1.15/kg,null,vegetables,2024-11-05
Tesco Sliced Leeks 200g,£0.95,£4.75/kg,null,vegetables,2024-11-05
Tesco Mangetout 180g,£1.40,£7.78/kg,null,vegetables,2024-11-05
Tesco Brussels Sprouts 500g,£0.95,£1.90/kg,null,vegetables,2024-11-05
Tesco Baking Potatoes 2kg,£1.70,£0.85/kg,null,vegetables,2024-11-05
Tesco Green Beans 220G,£0.85,£3.86/kg,null,vegetables,2024-11-05
Tesco Sugarsnap Peas 180g,£1.10,£6.11/kg,null,vegetables,2024-11-05
Cook Pronto Fresh Spanish Butterbean Stew Kit,£6.00,£6.00/each,null,vegetables,2024-11-05
Cook Pronto Fresh Malaysian Laksa Kit,£6.00,£6.00/each,null,vegetables,2024-11-05
Cook Pronto Fresh Tikka Curry Kit,£6.00,£6.00/each,null,vegetables,2024-11-05
Birds Eye Steamfresh Mediterranean Pasta With Veg and Tomato Sauce 400g,£3.50,£8.75/kg,Any 2 for £4.50 Clubcard Price - Selected Birds Eye Or Mccain Potato And Veg,vegetables,2024-11-05
Birds Eye Steamfresh Mushroom Tagliatelle with a Creamy Sauce 400g,£3.50,£8.75/kg,Any 2 for £4.50 Clubcard Price - Selected Birds Eye Or Mccain Potato And Veg,vegetables,2024-11-05
Root & Soul Aromatic Laksa Plant Pot 400g,£4.50,£11.25/kg,null,vegetables,2024-11-05
VEG TABLE Korean Style Sweet & Spicy Mix Veg 440g,£4.00,£9.09/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Root & Soul Tamarind roasted sweet potato wedges with a coconut dhal 380g,£4.25,£11.18/kg,null,vegetables,2024-11-05
VEG TABLE Roasting Veg & Feta Fusion 400g,£4.00,£10.00/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
"Root & Soul Sumac roasted carrots with a tomato tagine, red onion & crumbled feta 380g",£4.25,£11.18/kg,null,vegetables,2024-11-05
Tesco Finest Green Vegetable Medley 220G,£3.00,£13.64/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Onion Rings 200g,£2.50,£12.50/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
VEG TABLE Tex Mex Meal 380g,£4.00,£10.53/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Chayote EACH,£0.80,£0.80/each,null,vegetables,2024-11-05
Tesco Green Vegetable Selection 250g,£2.00,£8.00/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Root Vegetable Crinkle Cut Chips 500g,£1.75,£3.50/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Baby Corn and Mangetout 190g,null,null,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Fire Pit Purple Sprouting Broccoli with Sweet Soy Glaze 210g,£2.50,£11.90/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Carrot and Pea Duo 300g,£2.00,£6.67/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
"Tesco Peas, Sweetcorn & Carrot 395g",£2.10,£5.32/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Moroccan Inspired Vegetable Mix 400g,£2.00,£5.00/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Thai Inspired Vegetable Mix 400g,£2.00,£5.00/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Casserole Vegetables 600G,£1.50,£2.50/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Mediterranean Style Vegetables 400G,£2.00,£5.00/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
"Tesco Finest Petit Pois, Cavolo Nero & Fine Green Beans & Honey Butter 220g",£3.00,£13.64/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
"T. Fin* Brussels Sprouts, Cavolo Nero, Spring Greens 270g",£3.00,£11.11/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Stir Fry Medley 190G,£2.25,£1.18/100g,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
Tesco Finest Roasting Vegetables 300g,£3.00,£10.00/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
"Tesco Finest Chantenay Carrots, Ruby Beetroot & Red Onion 400g",£3.00,£7.50/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Vegetables 80g - 800g,vegetables,2024-11-05
